Maker,Genmodel,Genmodel_ID,Year,Entry_price
Fiat,Scudo,28_22,2008,17815
Fiat,Scudo,28_22,2009,19229
Fiat,Scudo,28_22,2010,19425
Fiat,Scudo,28_22,2011,21246
Fiat,Scudo,28_22,2012,22112
Fiat,Scudo,28_22,2013,23372
Fiat,Scudo,28_22,2014,24288
Fiat,Scudo,28_22,2015,24636
Fiat,Scudo,28_22,2016,24636
Fiat,Sedici,28_23,2006,12307
Fiat,Sedici,28_23,2007,12307
Fiat,Sedici,28_23,2008,9799
Fiat,Sedici,28_23,2009,9950
Fiat,Sedici,28_23,2010,10300
Fiat,Sedici,28_23,2011,11665
Fiat,Seicento,28_24,1998,5820
Fiat,Seicento,28_24,1999,5820
Fiat,Seicento,28_24,2000,5815
Fiat,Seicento,28_24,2001,5815
Fiat,Seicento,28_24,2002,5370
Fiat,Seicento,28_24,2003,5370
Fiat,Seicento,28_24,2004,5370
Fiat,Stilo,28_26,2002,10710
Fiat,Stilo,28_26,2003,9832
Fiat,Stilo,28_26,2004,9832
Fiat,Stilo,28_26,2005,9932
Fiat,Stilo,28_26,2006,9836
Fiat,Stilo,28_26,2007,9836
Fiat,Stilo,28_26,2008,9874
Fiat,Tipo,28_28,2016,12810
Fiat,Tipo,28_28,2017,12810
Fiat,Tipo,28_28,2018,13540
Fiat,Ulysse,28_29,1998,17004
Fiat,Ulysse,28_29,1999,17004
Fiat,Ulysse,28_29,2000,15895
Fiat,Ulysse,28_29,2001,16815
Fiat,Ulysse,28_29,2002,16815
Fiat,Ulysse,28_29,2003,16815
Fiat,Ulysse,28_29,2004,17397
Fiat,Ulysse,28_29,2005,17392
Fiat,Ulysse,28_29,2006,17392
Fiat,Marea,28_30,1998,12574
Fiat,Marea,28_30,1999,12213
Fiat,Marea,28_30,2000,12574
Fiat,Marea,28_30,2001,11815
Fiat,Marea,28_30,2002,11815
Fiat,500L,28_4,2012,14800
Fiat,500L,28_4,2013,12800
Fiat,500L,28_4,2014,12800
Fiat,500L,28_4,2015,12840
Fiat,500L,28_4,2016,13190
Fiat,500L,28_4,2017,13465
Fiat,500L,28_4,2018,14375
Fiat,500X,28_5,2014,14395
Fiat,500X,28_5,2015,14395
Fiat,500X,28_5,2016,14095
Fiat,500X,28_5,2017,14395
Fiat,500X,28_5,2018,15175
Fiat,Barchetta,28_8,1998,15700
Fiat,Barchetta,28_8,1999,15700
Fiat,Barchetta,28_8,2000,15700
Fiat,Barchetta,28_8,2001,13635
Fiat,Barchetta,28_8,2002,13635
Fiat,Brava,28_9,1998,9815
Fiat,Brava,28_9,1999,9815
Fiat,Brava,28_9,2000,9815
Fiat,Brava,28_9,2001,10215
Fiat,Brava,28_9,2002,10215
Ford,B-Max,29_1,2012,12820
Ford,B-Max,29_1,2013,12815
Ford,B-Max,29_1,2014,12810
Ford,B-Max,29_1,2015,12910
Ford,B-Max,29_1,2016,12910
Ford,B-Max,29_1,2017,13110
Ford,B-Max,29_1,2018,15160
Ford,Fiesta,29_13,1998,7640
Ford,Fiesta,29_13,1999,7520
Ford,Fiesta,29_13,2000,6850
Ford,Fiesta,29_13,2001,6850
Ford,Fiesta,29_13,2002,6850
Ford,Fiesta,29_13,2003,6850
Ford,Fiesta,29_13,2004,8065
Ford,Fiesta,29_13,2005,8152
Ford,Fiesta,29_13,2006,8152
Ford,Fiesta,29_13,2007,8230
Ford,Fiesta,29_13,2008,8430
Ford,Fiesta,29_13,2009,8339
Ford,Fiesta,29_13,2010,9940
Ford,Fiesta,29_13,2011,9440
Ford,Fiesta,29_13,2012,9440
Ford,Fiesta,29_13,2013,9740
Ford,Fiesta,29_13,2014,9740
Ford,Fiesta,29_13,2015,10090
Ford,Fiesta,29_13,2016,10090
Ford,Fiesta,29_13,2017,10290
Ford,Fiesta,29_13,2018,12970
Ford,Focus,29_14,1998,12675
Ford,Focus,29_14,1999,11315
Ford,Focus,29_14,2000,11315
Ford,Focus,29_14,2001,10315
Ford,Focus,29_14,2002,9830
Ford,Focus,29_14,2003,9830
Ford,Focus,29_14,2004,9830
Ford,Focus,29_14,2005,9830
Ford,Focus,29_14,2006,10832
Ford,Focus,29_14,2007,11032
Ford,Focus,29_14,2008,11505
Ford,Focus,29_14,2009,12328
Ford,Focus,29_14,2010,14250
Ford,Focus,29_14,2011,13825
Ford,Focus,29_14,2012,13820
Ford,Focus,29_14,2013,13820
Ford,Focus,29_14,2014,13810
Ford,Focus,29_14,2015,13810
Ford,Focus,29_14,2016,13810
Ford,Focus,29_14,2017,16260
Ford,Focus,29_14,2018,17730
Ford,Focus C-Max,29_15,2003,13005
Ford,Focus C-Max,29_15,2004,13007
Ford,Focus C-Max,29_15,2005,13307
Ford,Focus C-Max,29_15,2006,12807
Ford,Focus C-Max,29_15,2007,12805
Ford,Focus C-Max,29_15,2008,12807
Ford,Focus C-Max,29_15,2009,14395
Ford,Focus C-Max,29_15,2010,14395
Ford,Focus C-Max,29_15,2011,17035
Ford,Fusion,29_18,2002,9850
Ford,Fusion,29_18,2003,9545
Ford,Fusion,29_18,2004,9762
Ford,Fusion,29_18,2005,9982
Ford,Fusion,29_18,2006,10082
Ford,Fusion,29_18,2007,10482
Ford,Fusion,29_18,2008,10855
Ford,Fusion,29_18,2009,11349
Ford,Fusion,29_18,2010,11785
Ford,Fusion,29_18,2011,11785
Ford,Fusion,29_18,2012,12085
Ford,Galaxy,29_19,1998,17505
Ford,Galaxy,29_19,1999,16495
Ford,Galaxy,29_19,2000,18020
Ford,Galaxy,29_19,2001,18065
Ford,Galaxy,29_19,2002,18065
Ford,Galaxy,29_19,2003,18065
Ford,Galaxy,29_19,2004,18092
Ford,Galaxy,29_19,2005,18092
Ford,Galaxy,29_19,2006,18092
Ford,Galaxy,29_19,2007,19240
Ford,Galaxy,29_19,2008,19240
Ford,Galaxy,29_19,2009,19898
Ford,Galaxy,29_19,2010,22465
Ford,Galaxy,29_19,2011,22465
Ford,Galaxy,29_19,2012,23345
Ford,Galaxy,29_19,2013,24825
Ford,Galaxy,29_19,2014,25125
Ford,Galaxy,29_19,2015,25325
Ford,Galaxy,29_19,2016,25325
Ford,Galaxy,29_19,2017,27645
Ford,Galaxy,29_19,2018,27740
Ford,C-Max,29_2,2010,16535
Ford,C-Max,29_2,2011,16535
Ford,C-Max,29_2,2012,17225
Ford,C-Max,29_2,2013,17155
Ford,C-Max,29_2,2014,17455
Ford,C-Max,29_2,2015,17455
Ford,C-Max,29_2,2016,17455
Ford,C-Max,29_2,2017,18995
Ford,C-Max,29_2,2018,20340
Ford,C-Max,29_2,2019,20340
Ford,C-Max,29_2,2020,22075
Ford,Grand C-Max,29_20,2010,18535
Ford,Grand C-Max,29_20,2011,18535
Ford,Grand C-Max,29_20,2012,19325
Ford,Grand C-Max,29_20,2013,19390
Ford,Grand C-Max,29_20,2014,19690
Ford,Grand C-Max,29_20,2015,19690
Ford,Grand C-Max,29_20,2016,19690
Ford,Grand C-Max,29_20,2017,21240
Ford,Grand C-Max,29_20,2018,22580
Ford,Grand C-Max,29_20,2019,23635
Ford,Grand C-Max,29_20,2020,23635
Ford,Grand Tourneo Connect,29_21,2013,16690
Ford,Grand Tourneo Connect,29_21,2014,16690
Ford,Grand Tourneo Connect,29_21,2015,16690
Ford,Grand Tourneo Connect,29_21,2016,17140
Ford,Grand Tourneo Connect,29_21,2017,17940
Ford,Grand Tourneo Connect,29_21,2018,20905
Ford,Ka,29_23,1998,7845
Ford,Ka,29_23,1999,6815
Ford,Ka,29_23,2000,6815
Ford,Ka,29_23,2001,6815
Ford,Ka,29_23,2002,6350
Ford,Ka,29_23,2003,6370
Ford,Ka,29_23,2004,6632
Ford,Ka,29_23,2005,6852
Ford,Ka,29_23,2006,6952
Ford,Ka,29_23,2007,6930
Ford,Ka,29_23,2008,6930
Ford,Ka,29_23,2009,7312
Ford,Ka,29_23,2010,7940
Ford,Ka,29_23,2011,8490
Ford,Ka,29_23,2012,8670
Ford,Ka,29_23,2013,8670
Ford,Ka,29_23,2014,8740
Ford,Ka,29_23,2015,8890
Ford,Ka,29_23,2016,8940
Ford,Ka,29_23,2017,8940
Ford,Ka,29_23,2018,9580
Ford,Ka,29_23,2019,9580
Ford,Ka,29_23,2020,11075
Ford,Kuga,29_25,2008,18396
Ford,Kuga,29_25,2009,18396
Ford,Kuga,29_25,2010,20285
Ford,Kuga,29_25,2011,20285
Ford,Kuga,29_25,2012,20670
Ford,Kuga,29_25,2013,20670
Ford,Kuga,29_25,2014,20765
Ford,Kuga,29_25,2015,19795
Ford,Kuga,29_25,2016,19795
Ford,Kuga,29_25,2017,20045
Ford,Kuga,29_25,2018,22340
Ford,Kuga,29_25,2019,22490
Ford,Kuga,29_25,2020,22790
Ford,Maverick,29_26,1998,19260
Ford,Maverick,29_26,1999,18230
Ford,Maverick,29_26,2001,17815
Ford,Maverick,29_26,2002,17815
Ford,Maverick,29_26,2003,17815
Ford,Maverick,29_26,2004,17815
Ford,Mondeo,29_27,1998,13845
Ford,Mondeo,29_27,1999,12810
Ford,Mondeo,29_27,2000,12810
Ford,Mondeo,29_27,2001,13815
Ford,Mondeo,29_27,2002,13815
Ford,Mondeo,29_27,2003,13810
Ford,Mondeo,29_27,2004,13810
Ford,Mondeo,29_27,2005,14807
Ford,Mondeo,29_27,2006,14780
Ford,Mondeo,29_27,2007,14780
Ford,Mondeo,29_27,2008,14807
Ford,Mondeo,29_27,2009,15435
Ford,Mondeo,29_27,2010,16990
Ford,Mondeo,29_27,2011,16990
Ford,Mondeo,29_27,2012,15765
Ford,Mondeo,29_27,2013,15765
Ford,Mondeo,29_27,2014,15765
Ford,Mondeo,29_27,2015,19940
Ford,Mondeo,29_27,2016,19940
Ford,Mondeo,29_27,2017,19230
Ford,Mondeo,29_27,2018,19230
Ford,Mustang,29_28,2015,29590
Ford,Mustang,29_28,2016,29590
Ford,Mustang,29_28,2017,31335
Ford,Mustang,29_28,2018,32790
Ford,Puma,29_29,1998,13050
Ford,Puma,29_29,1999,13650
Ford,Puma,29_29,2000,12115
Ford,Puma,29_29,2001,12115
Ford,Puma,29_29,2002,12115
Ford,Puma,29_29,2003,12115
Ford,Cougar,29_3,1998,19825
Ford,Cougar,29_3,1999,19820
Ford,Cougar,29_3,2000,19820
Ford,Cougar,29_3,2001,19815
Ford,Cougar,29_3,2002,19815
Ford,S-Max,29_31,2006,16767
Ford,S-Max,29_31,2007,16767
Ford,S-Max,29_31,2008,17240
Ford,S-Max,29_31,2009,17941
Ford,S-Max,29_31,2010,20165
Ford,S-Max,29_31,2011,20165
Ford,S-Max,29_31,2012,20995
Ford,S-Max,29_31,2013,22575
Ford,S-Max,29_31,2014,22875
Ford,S-Max,29_31,2015,23075
Ford,S-Max,29_31,2016,24345
Ford,S-Max,29_31,2017,25695
Ford,S-Max,29_31,2018,26190
Ford,Streetka,29_32,2002,12315
Ford,Streetka,29_32,2003,12310
Ford,Streetka,29_32,2004,12512
Ford,Streetka,29_32,2005,12512
Ford,Streetka,29_32,2006,12512
Ford,Streetka,29_32,2007,12512
Ford,Tourneo Connect,29_34,2013,14190
Ford,Tourneo Connect,29_34,2014,14190
Ford,Tourneo Connect,29_34,2015,14390
Ford,Tourneo Connect,29_34,2016,14440
Ford,Tourneo Connect,29_34,2017,14540
Ford,Tourneo Connect,29_34,2018,16790
Ford,Transit Courier,29_37,2019,17870
Ford,Transit Courier,29_37,2020,17870
Ford,Transit Courier,29_37,2021,18590
Ford,Tourneo Courier,29_39,2019,14555
Ford,Tourneo Courier,29_39,2020,14555
Ford,EcoSport,29_4,2013,14800
Ford,EcoSport,29_4,2014,14045
Ford,EcoSport,29_4,2015,14045
Ford,EcoSport,29_4,2016,14045
Ford,EcoSport,29_4,2017,14845
Ford,EcoSport,29_4,2018,15390
Ford,Edge,29_5,2015,29795
Ford,Edge,29_5,2016,29795
Ford,Edge,29_5,2017,29795
Ford,Edge,29_5,2018,32040
Ford,Explorer,29_9,1998,26145
Ford,Explorer,29_9,1999,24800
Ford,Explorer,29_9,2000,25375
Ford,Explorer,29_9,2001,25715
Honda,Accord,34_1,1999,15120
Honda,Accord,34_1,2000,13965
Honda,Accord,34_1,2001,13965
Honda,Accord,34_1,2002,13815
Honda,Accord,34_1,2003,13815
Honda,Accord,34_1,2004,16330
Honda,Accord,34_1,2005,16417
Honda,Accord,34_1,2006,16612
Honda,Accord,34_1,2007,16962
Honda,Accord,34_1,2008,16962
Honda,Accord,34_1,2009,18665
Honda,Accord,34_1,2010,20605
Honda,Accord,34_1,2011,20605
Honda,Accord,34_1,2012,21485
Honda,Accord,34_1,2013,21900
Honda,Accord,34_1,2014,22535
Honda,Accord,34_1,2015,22965
Honda,Integra,34_10,1998,19350
Honda,Integra,34_10,1999,20320
Honda,Integra,34_10,2000,20320
Honda,Integra,34_10,2001,19350
Honda,Integra,34_10,2002,19350
Honda,Jazz,34_11,2002,8870
Honda,Jazz,34_11,2003,8870
Honda,Jazz,34_11,2004,8457
Honda,Jazz,34_11,2005,8457
Honda,Jazz,34_11,2006,8657
Honda,Jazz,34_11,2007,8712
Honda,Jazz,34_11,2008,8902
Honda,Jazz,34_11,2009,8849
Honda,Jazz,34_11,2010,10190
Honda,Jazz,34_11,2011,10935
Honda,Jazz,34_11,2012,11240
Honda,Jazz,34_11,2013,11550
Honda,Jazz,34_11,2014,11640
Honda,Jazz,34_11,2015,11640
Honda,Jazz,34_11,2016,11640
Honda,Jazz,34_11,2017,13590
Honda,Jazz,34_11,2018,13900
Honda,Jazz,34_11,2019,14140
Honda,Jazz,34_11,2020,14535
Honda,Legend,34_12,1998,33875
Honda,Legend,34_12,1999,31815
Honda,Legend,34_12,2000,31815
Honda,Legend,34_12,2001,31815
Honda,Legend,34_12,2002,31815
Honda,Legend,34_12,2003,31815
Honda,Legend,34_12,2004,31815
Honda,Legend,34_12,2005,31902
Honda,Legend,34_12,2006,36002
Honda,Legend,34_12,2007,36002
Honda,Legend,34_12,2008,36002
Honda,Legend,34_12,2009,35372
Honda,S2000,34_16,1999,27815
Honda,S2000,34_16,2000,27815
Honda,S2000,34_16,2001,25815
Honda,S2000,34_16,2002,25815
Honda,S2000,34_16,2003,25815
Honda,S2000,34_16,2004,26315
Honda,S2000,34_16,2005,26402
Honda,S2000,34_16,2006,26597
Honda,S2000,34_16,2007,27052
Honda,S2000,34_16,2008,27052
Honda,S2000,34_16,2009,27149
Honda,S2000,34_16,2010,28215
Honda,Stream,34_18,2001,14830
Honda,Stream,34_18,2002,14830
Honda,Stream,34_18,2003,14830
Honda,Stream,34_18,2004,16815
Honda,Stream,34_18,2005,16902
Honda,Prelude,34_19,1998,18845
Honda,Prelude,34_19,1999,18205
Honda,Prelude,34_19,2000,18205
Honda,Prelude,34_19,2001,18895
Honda,Civic,34_2,1998,9815
Honda,Civic,34_2,1999,9815
Honda,Civic,34_2,2000,9815
Honda,Civic,34_2,2001,9870
Honda,Civic,34_2,2002,9870
Honda,Civic,34_2,2003,9870
Honda,Civic,34_2,2004,9857
Honda,Civic,34_2,2005,9857
Honda,Civic,34_2,2006,10057
Honda,Civic,34_2,2007,12892
Honda,Civic,34_2,2008,13042
Honda,Civic,34_2,2009,13001
Honda,Civic,34_2,2010,13600
Honda,Civic,34_2,2011,13600
Honda,Civic,34_2,2012,13890
Honda,Civic,34_2,2013,16820
Honda,Civic,34_2,2014,15920
Honda,Civic,34_2,2015,15920
Honda,Civic,34_2,2016,15920
Honda,Civic,34_2,2017,16415
Honda,Civic,34_2,2018,18590
Honda,CR-V,34_3,1998,16275
Honda,CR-V,34_3,1999,15975
Honda,CR-V,34_3,2000,16875
Honda,CR-V,34_3,2001,15315
Honda,CR-V,34_3,2002,15315
Honda,CR-V,34_3,2003,16515
Honda,CR-V,34_3,2004,16715
Honda,CR-V,34_3,2005,16802
Honda,CR-V,34_3,2006,17497
Honda,CR-V,34_3,2007,17847
Honda,CR-V,34_3,2008,19802
Honda,CR-V,34_3,2009,19676
Honda,CR-V,34_3,2010,20340
Honda,CR-V,34_3,2011,20525
Honda,CR-V,34_3,2012,21065
Honda,CR-V,34_3,2013,21065
Honda,CR-V,34_3,2014,21395
Honda,CR-V,34_3,2015,21655
Honda,CR-V,34_3,2016,21655
Honda,CR-V,34_3,2017,22920
Honda,CR-V,34_3,2018,23205
Honda,CR-Z,34_4,2010,16944
Honda,CR-Z,34_4,2011,16944
Honda,CR-Z,34_4,2012,17640
Honda,CR-Z,34_4,2013,17980
Honda,FR-V,34_7,2004,14567
Honda,FR-V,34_7,2005,14567
Honda,FR-V,34_7,2006,14712
Honda,FR-V,34_7,2007,15212
Honda,FR-V,34_7,2008,15912
Honda,FR-V,34_7,2009,15908
Honda,HR-V,34_8,1999,12815
Honda,HR-V,34_8,2000,12815
Honda,HR-V,34_8,2001,13115
Honda,HR-V,34_8,2002,13515
Honda,HR-V,34_8,2003,13515
Honda,HR-V,34_8,2004,14815
Honda,HR-V,34_8,2005,14902
Honda,HR-V,34_8,2015,17940
Honda,HR-V,34_8,2016,18440
Honda,HR-V,34_8,2017,18640
Honda,HR-V,34_8,2018,19105
Honda,HR-V,34_8,2019,19335
Honda,HR-V,34_8,2020,20215
Honda,HR-V,34_8,2021,20465
Honda,Insight,34_9,2000,16875
Honda,Insight,34_9,2001,16875
Honda,Insight,34_9,2002,16875
Honda,Insight,34_9,2003,16905
Honda,Insight,34_9,2004,16910
Honda,Insight,34_9,2005,16997
Honda,Insight,34_9,2006,17132
Honda,Insight,34_9,2009,15420
Honda,Insight,34_9,2010,16248
Honda,Insight,34_9,2011,16270
Honda,Insight,34_9,2012,16940
Honda,Insight,34_9,2013,19480
Honda,Insight,34_9,2014,20045
Hummer,H2,35_2,2007,48720
Hummer,H2,35_2,2008,48540
Hummer,H2,35_2,2009,47532
Hummer,H2,35_2,2010,49540
Hummer,H3,35_3,2007,26145
Hummer,H3,35_3,2008,26040
Hummer,H3,35_3,2009,25486
Hummer,H3,35_3,2010,28635
Hyundai,Accent,36_1,1998,6819
Hyundai,Accent,36_1,1999,6819
Hyundai,Accent,36_1,2000,6599
Hyundai,Accent,36_1,2001,7014
Hyundai,Accent,36_1,2002,7014
Hyundai,Accent,36_1,2003,7050
Hyundai,Accent,36_1,2004,7852
Hyundai,Accent,36_1,2005,7852
Hyundai,Accent,36_1,2006,7852
Hyundai,Accent,36_1,2007,8857
Hyundai,Accent,36_1,2008,8930
Hyundai,Accent,36_1,2009,8890
Hyundai,i30,36_10,2007,10830
Hyundai,i30,36_10,2008,10830
Hyundai,i30,36_10,2009,10985
Hyundai,i30,36_10,2010,11670
Hyundai,i30,36_10,2011,12120
Hyundai,i30,36_10,2012,13595
Hyundai,i30,36_10,2013,13820
Hyundai,i30,36_10,2014,14120
Hyundai,i30,36_10,2015,14420
Hyundai,i30,36_10,2016,15010
Hyundai,i30,36_10,2017,15740
Hyundai,i30,36_10,2018,15740
Hyundai,i40,36_12,2011,17225
Hyundai,i40,36_12,2012,17225
Hyundai,i40,36_12,2013,17225
Hyundai,i40,36_12,2014,17225
Hyundai,i40,36_12,2015,19050
Hyundai,i40,36_12,2016,19050
Hyundai,i40,36_12,2017,19640
Hyundai,i40,36_12,2018,20140
Hyundai,i40,36_12,2019,20140
Hyundai,i40,36_12,2020,22735
Hyundai,i40,36_12,2021,22735
Hyundai,i800,36_13,2008,19230
Hyundai,i800,36_13,2009,19315
Hyundai,i800,36_13,2010,19990
Hyundai,i800,36_13,2011,19990
Hyundai,i800,36_13,2012,20720
Hyundai,i800,36_13,2013,21770
Hyundai,i800,36_13,2014,22170
Hyundai,i800,36_13,2015,22670
Hyundai,i800,36_13,2016,22955
Hyundai,i800,36_13,2017,24340
Hyundai,i800,36_13,2018,24840
Hyundai,i800,36_13,2019,25090
Hyundai,i800,36_13,2020,25530
Hyundai,Ioniq,36_14,2016,19940
Hyundai,Ioniq,36_14,2017,19940
Hyundai,Ioniq,36_14,2018,20740
Hyundai,ix20,36_15,2010,11540
Hyundai,ix20,36_15,2011,11540
Hyundai,ix20,36_15,2012,12140
Hyundai,ix20,36_15,2013,12140
Hyundai,ix20,36_15,2014,12250
Hyundai,ix20,36_15,2015,12330
Hyundai,ix20,36_15,2016,12330
Hyundai,ix20,36_15,2017,14140
Hyundai,ix20,36_15,2018,14980
Hyundai,ix20,36_15,2019,15230
Hyundai,ix20,36_15,2020,15400
Hyundai,ix35,36_16,2010,15985
Hyundai,ix35,36_16,2011,15985
Hyundai,ix35,36_16,2012,16775
Hyundai,ix35,36_16,2013,16765
Hyundai,ix35,36_16,2014,16765
Hyundai,ix35,36_16,2015,16765
Hyundai,ix35,36_16,2016,17230
Hyundai,Kona,36_17,2017,15980
Hyundai,Kona,36_17,2018,15980
Hyundai,Matrix,36_18,2001,10819
Hyundai,Matrix,36_18,2002,10815
Hyundai,Matrix,36_18,2003,10810
Hyundai,Matrix,36_18,2004,10797
Hyundai,Matrix,36_18,2005,10807
Hyundai,Matrix,36_18,2006,10807
Hyundai,Matrix,36_18,2007,9780
Hyundai,Matrix,36_18,2008,9780
Hyundai,Matrix,36_18,2009,9760
Hyundai,Matrix,36_18,2010,9800
Hyundai,Matrix,36_18,2011,11035
Hyundai,Amica,36_2,2000,6674
Hyundai,Amica,36_2,2001,6674
Hyundai,Amica,36_2,2002,6674
Hyundai,Amica,36_2,2003,6870
Hyundai,Amica,36_2,2005,5852
Hyundai,Amica,36_2,2006,5852
Hyundai,Amica,36_2,2007,4830
Hyundai,Amica,36_2,2008,4830
Hyundai,Amica,36_2,2009,5835
Hyundai,Santa Fe,36_20,2001,15819
Hyundai,Santa Fe,36_20,2002,15815
Hyundai,Santa Fe,36_20,2003,15810
Hyundai,Santa Fe,36_20,2004,15797
Hyundai,Santa Fe,36_20,2005,15787
Hyundai,Santa Fe,36_20,2006,15787
Hyundai,Santa Fe,36_20,2007,15792
Hyundai,Santa Fe,36_20,2008,21640
Hyundai,Santa Fe,36_20,2009,21265
Hyundai,Santa Fe,36_20,2010,21265
Hyundai,Santa Fe,36_20,2011,21265
Hyundai,Santa Fe,36_20,2012,22825
Hyundai,Santa Fe,36_20,2013,25270
Hyundai,Santa Fe,36_20,2014,25620
Hyundai,Santa Fe,36_20,2015,25765
Hyundai,Santa Fe,36_20,2016,27750
Hyundai,Santa Fe,36_20,2017,31610
Hyundai,Santa Fe,36_20,2018,32290
Hyundai,Sonata,36_21,1998,13824
Hyundai,Sonata,36_21,1999,13824
Hyundai,Sonata,36_21,2000,13824
Hyundai,Sonata,36_21,2001,12819
Hyundai,Sonata,36_21,2002,13824
Hyundai,Sonata,36_21,2003,14310
Hyundai,Sonata,36_21,2004,14297
Hyundai,Sonata,36_21,2006,16292
Hyundai,Sonata,36_21,2007,16292
Hyundai,Sonata,36_21,2008,16840
Hyundai,Sonata,36_21,2009,14765
Hyundai,Sonata,36_21,2010,15090
Hyundai,Sonata,36_21,2011,15090
Hyundai,Terracan,36_22,2003,18305
Hyundai,Terracan,36_22,2004,18292
Hyundai,Terracan,36_22,2005,18292
Hyundai,Terracan,36_22,2006,18787
Hyundai,Terracan,36_22,2007,19137
Hyundai,Terracan,36_22,2008,19762
Hyundai,Trajet,36_23,2000,15319
Hyundai,Trajet,36_23,2001,15319
Hyundai,Trajet,36_23,2002,15315
Hyundai,Trajet,36_23,2003,15310
Hyundai,Trajet,36_23,2004,15297
Hyundai,Trajet,36_23,2005,15292
Hyundai,Trajet,36_23,2006,15292
Hyundai,Tucson,36_24,2004,13797
Hyundai,Tucson,36_24,2005,13792
Hyundai,Tucson,36_24,2006,14192
Hyundai,Tucson,36_24,2007,14592
Hyundai,Tucson,36_24,2008,14430
Hyundai,Tucson,36_24,2009,14125
Hyundai,Tucson,36_24,2010,14470
Hyundai,Tucson,36_24,2015,18495
Hyundai,Tucson,36_24,2016,18495
Hyundai,Tucson,36_24,2017,18795
Hyundai,Tucson,36_24,2018,19600
Hyundai,Tucson,36_24,2019,19900
Hyundai,Tucson,36_24,2020,21725
Hyundai,Tucson,36_24,2021,22225
Hyundai,Veloster,36_25,2011,17810
Hyundai,Veloster,36_25,2012,17810
Hyundai,Veloster,36_25,2013,16800
Hyundai,Veloster,36_25,2014,16800
Hyundai,XG30,36_26,2000,20819
Hyundai,XG30,36_26,2001,20819
Hyundai,XG30,36_26,2002,20815
Hyundai,XG30,36_26,2003,20815
Hyundai,Coupe,36_3,1998,13824
Hyundai,Coupe,36_3,1999,13819
Hyundai,Coupe,36_3,2000,13334
Hyundai,Coupe,36_3,2001,12714
Hyundai,Coupe,36_3,2002,12714
Hyundai,Coupe,36_3,2003,14325
Hyundai,Coupe,36_3,2004,14312
Hyundai,Coupe,36_3,2005,14607
Hyundai,Coupe,36_3,2006,14607
Hyundai,Coupe,36_3,2007,14957
Hyundai,Coupe,36_3,2008,15580
Hyundai,Coupe,36_3,2009,15535
Hyundai,Coupe,36_3,2010,17760
Hyundai,Elantra,36_4,1998,10424
Hyundai,Elantra,36_4,1999,10424
Hyundai,Elantra,36_4,2000,10424
Hyundai,Elantra,36_4,2001,10424
Hyundai,Elantra,36_4,2002,10830
Hyundai,Elantra,36_4,2003,10825
Hyundai,Elantra,36_4,2004,10812
Hyundai,Elantra,36_4,2005,10822
Hyundai,Elantra,36_4,2006,10822
Hyundai,Genesis,36_5,2014,46850
Hyundai,Genesis,36_5,2015,46850
Hyundai,Genesis,36_5,2016,47275
Hyundai,Genesis,36_5,2017,49530
Hyundai,Genesis,36_5,2018,49530
Hyundai,Getz,36_6,2002,6870
Hyundai,Getz,36_6,2003,6865
Hyundai,Getz,36_6,2004,6852
Hyundai,Getz,36_6,2005,6852
Hyundai,Getz,36_6,2006,6852
Hyundai,Getz,36_6,2007,7352
Hyundai,Getz,36_6,2008,7430
Hyundai,Getz,36_6,2009,7460
Hyundai,Grandeur,36_7,2006,26247
Hyundai,Grandeur,36_7,2007,26247
Hyundai,Grandeur,36_7,2008,26645
Hyundai,Grandeur,36_7,2009,26370
Hyundai,Grandeur,36_7,2010,27045
Hyundai,i10,36_8,2008,6410
Hyundai,i10,36_8,2009,6705
Hyundai,i10,36_8,2010,7410
Hyundai,i10,36_8,2011,7670
Hyundai,i10,36_8,2012,7835
Hyundai,i10,36_8,2013,8290
Hyundai,i10,36_8,2014,8290
Hyundai,i10,36_8,2015,8540
Hyundai,i10,36_8,2016,8840
Hyundai,i10,36_8,2017,8940
Hyundai,i10,36_8,2018,9345
Hyundai,i10,36_8,2019,9675
Hyundai,i10,36_8,2020,9800
Hyundai,i20,36_9,2009,8020
Hyundai,i20,36_9,2010,9165
Hyundai,i20,36_9,2011,9465
Hyundai,i20,36_9,2012,9840
Hyundai,i20,36_9,2013,9840
Hyundai,i20,36_9,2014,10040
Hyundai,i20,36_9,2015,10640
Hyundai,i20,36_9,2016,10940
Hyundai,i20,36_9,2017,10940
Hyundai,i20,36_9,2018,11330
Hyundai,i20,36_9,2019,11690
Hyundai,i20,36_9,2020,13950
Infiniti,EX,37_1,2009,34740
Infiniti,EX,37_1,2010,35270
Infiniti,EX,37_1,2011,35270
Infiniti,EX,37_1,2012,36042
Infiniti,EX,37_1,2013,33798
Infiniti,EX,37_1,2014,33798
Infiniti,EX,37_1,2015,33795
Infiniti,EX,37_1,2016,33795
Infiniti,FX,37_2,2009,42140
Infiniti,FX,37_2,2010,43040
Infiniti,FX,37_2,2011,43945
Infiniti,FX,37_2,2012,45695
Infiniti,FX,37_2,2013,41380
Infiniti,FX,37_2,2014,41380
Infiniti,FX,37_2,2015,41380
Infiniti,FX,37_2,2016,42095
Infiniti,FX,37_2,2017,42595
Infiniti,FX,37_2,2018,43595
Infiniti,G,37_3,2009,29840
Infiniti,G,37_3,2010,30395
Infiniti,G,37_3,2011,30395
Infiniti,G,37_3,2012,32704
