Automaker,Automaker_ID,Genmodel,Genmodel_ID
Suzuki,87,Baleno,87_2
Suzuki,87,Celerio,87_3
Suzuki,87,Grand Vitara,87_4
Suzuki,87,Ignis,87_5
Suzuki,87,Jimny,87_6
Suzuki,87,Kizashi,87_7
Suzuki,87,Liana,87_8
Suzuki,87,Splash,87_9
Suzuki,87,Swift,87_10
Suzuki,87,SX4,87_11
Suzuki,87,SX4 S-Cross,87_12
Suzuki,87,Vitara,87_13
Suzuki,87,Wagon R,87_14
TVR,88,Cerbera,88_1
TVR,88,Sagaris,88_2
TVR,88,T350,88_3
TVR,88,Tuscan,88_4
Tata,89,Safari,89_1
Tesla,90,Model S,90_1
Tesla,90,Model X,90_2
Tesla,90,Model 3,90_3
Tiger,91,Avon,91_1
Tiger,91,Super Six,91_2
Toyota,92,4-Runner,92_1
Toyota,92,Alphard,92_2
Toyota,92,Auris,92_3
Toyota,92,Avensis,92_4
Toyota,92,Avensis Verso,92_5
Toyota,92,AYGO,92_6
Toyota,92,BB,92_7
Toyota,92,C-HR,92_8
Toyota,92,Camry,92_9
Toyota,92,Celica,92_10
Toyota,92,Corolla,92_11
Toyota,92,Corolla Verso,92_12
Toyota,92,Emina,92_13
Toyota,92,Estima,92_14
Toyota,92,Fj Cruiser,92_15
Toyota,92,Granvia,92_16
Toyota,92,GT86,92_17
Toyota,92,HiAce,92_18
Toyota,92,Hilux,92_19
Toyota,92,iQ,92_20
Toyota,92,Land Cruiser,92_21
Toyota,92,Land Cruiser Amazon,92_22
Toyota,92,Land Cruiser Colorado,92_23
Toyota,92,Lucida,92_24
Toyota,92,MR2,92_25
Toyota,92,Noah,92_26
Toyota,92,Picnic,92_27
Toyota,92,Prado,92_28
Toyota,92,Previa,92_29
Toyota,92,Prius,92_30
Toyota,92,Prius+,92_31
Toyota,92,Proace,92_32
Toyota,92,PROACE Verso,92_33
Toyota,92,RAV4,92_34
Toyota,92,Soarer,92_35
Toyota,92,Starlet,92_36
Toyota,92,Supra,92_37
Toyota,92,Surf,92_38
Toyota,92,Urbancruiser,92_39
Toyota,92,Verso,92_40
Toyota,92,Verso S,92_41
Toyota,92,Voxy,92_42
Toyota,92,Wish,92_43
Toyota,92,Yaris,92_44
Toyota,92,Yaris Verso,92_45
Ultima,93,Can-Am,93_1
Vauxhall,94,ADAM,94_1
Vauxhall,94,Agila,94_2
Vauxhall,94,Ampera,94_3
Vauxhall,94,Antara,94_4
Vauxhall,94,Astra,94_5
Vauxhall,94,Astra GTC,94_6
Vauxhall,94,Cascada,94_7
Vauxhall,94,Combo Tour,94_8
Vauxhall,94,Corsa,94_9
Vauxhall,94,Crossland X,94_10
Vauxhall,94,Frontera,94_11
Vauxhall,94,Grandland X,94_12
Vauxhall,94,Insignia,94_13
Vauxhall,94,Meriva,94_14
Vauxhall,94,Mokka,94_15
Vauxhall,94,Mokka X,94_16
Vauxhall,94,Monaro,94_17
Vauxhall,94,Movano,94_18
Vauxhall,94,Omega,94_19
Vauxhall,94,Signum,94_20
Vauxhall,94,Tigra,94_21
Vauxhall,94,Vectra,94_22
Vauxhall,94,Viva,94_23
Vauxhall,94,Vivaro,94_24
Vauxhall,94,VX220,94_25
Vauxhall,94,VXR8,94_26
Vauxhall,94,Zafira,94_27
Vauxhall,94,Zafira Tourer,94_28
Volkswagen,95,Amarok,95_1
Volkswagen,95,Arteon,95_2
Volkswagen,95,Beetle,95_3
Volkswagen,95,Bora,95_4
Volkswagen,95,Caddy,95_5
Volkswagen,95,Caddy Life,95_6
Volkswagen,95,Caddy Maxi,95_7
Volkswagen,95,Caddy Maxi Life,95_8
Volkswagen,95,California,95_9
Volkswagen,95,Campervan,95_10
Volkswagen,95,Caravelle,95_11
Volkswagen,95,CC,95_12
Volkswagen,95,Eos,95_13
Volkswagen,95,Fox,95_14
Volkswagen,95,Golf,95_15
Volkswagen,95,Golf Plus,95_16
Volkswagen,95,Golf SV,95_17
Volkswagen,95,Jetta,95_18
Volkswagen,95,Lupo,95_19
Volkswagen,95,Passat,95_20
Volkswagen,95,Phaeton,95_21
Volkswagen,95,Polo,95_22
Volkswagen,95,Scirocco,95_23
Volkswagen,95,Sharan,95_24
Volkswagen,95,T-Roc,95_25
Volkswagen,95,Tiguan,95_26
Volkswagen,95,Tiguan Allspace,95_27
Volkswagen,95,Touareg,95_28
Volkswagen,95,Touran,95_29
Volkswagen,95,Transporter,95_30
Volkswagen,95,Transporter Shuttle,95_31
Volkswagen,95,Transporter Sportline,95_32
Volkswagen,95,up!,95_33
Volkswagen,95,Vento,95_34
Volkswagen,95,XL1,95_35
Volkswagen,95,E-Golf,95_36
Volkswagen,95,T-Cross,95_37
Volvo,96,C30,96_1
Volvo,96,C70,96_2
Volvo,96,S40,96_3
Volvo,96,S60,96_4
Volvo,96,S80,96_5
Volvo,96,S90,96_6
Volvo,96,V40,96_7
Volvo,96,V40 Cross Country,96_8
Volvo,96,V50,96_9
Volvo,96,V60,96_10
Volvo,96,V60 Cross Country,96_11
Volvo,96,V70,96_12
Volvo,96,V70 Cross Country,96_13
Volvo,96,V90,96_14
Volvo,96,V90 Cross Country,96_15
Volvo,96,XC60,96_16
Volvo,96,XC70,96_17
Volvo,96,XC90,96_18
Volvo,96,S70,96_19
Volvo,96,XC40,96_20
Westfield,97,Sport,97_1
Westfield,97,XI,97_2
Yamaha,98,Yxz 1000r,98_1
Zenos,99,E10,99_1
Acura,100,TL,100_1
Alpine,101,A110,101_1
